Timestamp (Elapsed time in seconds),PID,FPS,FPS 1(%) Low,Render Latency(MSec),Average PC Latency(MSec),CPU Utilization(%),GPU1 Utilization(%),GPU1 Temperature(Degrees celsius),GPU1 Frequency(MHz),GPU1 Memory Frequency(MHz),GPU1 Voltage(Milli Volts),GPU1 Fan1 Speed (RPM),GPU1 Fan2 Speed (RPM),GPU2 Utilization(%),GPU2 Temperature(Degrees celsius),GPU2 Frequency(MHz),GPU2 Memory Frequency(MHz),GPU2 Voltage(Milli Volts),GPU2 Fan1 Speed (RPM),GPU2 Fan2 Speed (RPM)
2098.518,23316,158.646,96.804,11.832,0,61,82,55,2865,8451,1.07,976,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2099.03,23316,160.03,98.402,9.133,0,62,86,55,2865,8451,1.07,973,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2099.541,23316,161.588,94.896,11.02,0,63,82,55,2865,8451,1.07,973,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2100.054,23316,163.951,89.918,10.804,0,61,87,55,2865,8451,1.07,973,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2100.565,23316,164.202,98.891,11.729,0,59,81,54,2865,8451,1.07,974,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2101.072,23316,161.092,96.758,12.285,0,61,93,55,2865,8451,1.07,975,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2101.588,23316,159.541,92.944,10.28,0,65,81,54,2865,8451,1.07,975,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2102.09,23316,160.591,92.944,10.189,0,60,81,54,2865,8451,1.07,973,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2102.599,23316,161.061,97.881,8.972,0,64,82,54,2865,8451,1.07,974,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2103.112,23316,164.524,100.149,9.928,0,60,83,54,2865,8451,1.07,974,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2103.622,23316,164.418,98.754,9.203,0,62,81,54,2865,8451,1.07,974,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2104.134,23316,163.91,97.015,9.624,0,61,79,55,2865,8451,1.07,973,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2104.641,23316,162.874,98.581,9.13,0,62,83,54,2865,8451,1.07,976,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2105.152,23316,164.32,99.528,8.6,0,61,79,54,2865,8451,1.07,975,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2105.66,23316,165.258,94.349,11.087,0,60,84,54,2865,8451,1.07,975,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2106.172,23316,165.86,95.644,10.022,0,60,85,54,2865,8451,1.07,975,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2106.687,23316,152.851,91.017,11.293,0,60,79,54,2865,8451,1.07,974,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2107.198,23316,146.049,85.587,8.665,0,69,72,53,2865,8451,1.07,973,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2107.706,23316,153.046,94.314,10.284,0,57,75,54,2865,8451,1.07,973,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2108.216,23316,150.703,91.239,8.504,0,67,75,54,2865,8451,1.07,975,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2108.727,23316,146.548,82.447,8.134,0,71,76,54,2865,8451,1.07,976,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2109.238,23316,151.59,82.447,9.604,0,61,78,54,2865,8451,1.07,975,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2109.747,23316,155.844,91.949,9.344,0,62,78,54,2865,8451,1.07,974,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2110.257,23316,153.441,92.355,9.465,0,63,82,54,2865,8451,1.07,974,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2110.765,23316,159.486,93.771,10.674,0,60,83,54,2865,8451,1.07,973,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2111.277,23316,160.559,94.394,8.273,0,62,85,54,2865,8451,1.07,975,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2111.79,23316,156.759,96.452,9.992,0,76,78,55,2865,8451,1.07,975,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2112.304,23316,156.984,98.432,8.985,0,76,84,54,2865,8451,1.07,974,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2112.812,23316,162.949,98.485,9.716,0,67,87,54,2865,8451,1.07,973,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2113.323,23316,165.099,101.246,11.187,0,61,86,54,2865,8451,1.07,975,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2113.832,23316,160.122,88.134,12.244,0,61,84,54,2865,8451,1.07,975,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2114.344,23316,159.128,96.834,9.299,0,60,81,55,2865,8451,1.07,976,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2114.855,23316,157.888,97.796,8.952,0,61,83,54,2865,8451,1.07,975,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2115.367,23316,158.511,100.984,10.497,0,60,77,54,2865,8451,1.07,974,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2115.878,23316,153.353,97.656,10.745,0,60,77,55,2865,8451,1.07,975,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2116.394,23316,157.928,98.875,11.663,0,61,84,54,2865,8451,1.07,976,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2116.904,23316,158.151,97.101,11.889,0,62,83,54,2865,8451,1.07,976,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2117.413,23316,157.13,99.296,10.72,0,62,82,54,2865,8451,1.07,975,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2117.925,23316,155.783,97.563,11.716,0,61,84,54,2865,8451,1.07,975,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2118.434,23316,157.017,97.606,9.564,0,61,84,54,2865,8451,1.07,975,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2118.943,23316,163.302,100.396,12.035,0,61,84,55,2865,8451,1.07,975,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2119.453,23316,163.839,99.674,9.747,0,61,84,54,2865,8451,1.07,976,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2119.962,23316,162.702,96.013,10.376,0,62,83,54,2865,8451,1.07,975,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2120.476,23316,161.893,98.909,13.498,0,61,85,54,2865,8451,1.07,975,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2120.991,23316,155.865,95.777,11.153,0,63,88,54,2865,8451,1.07,974,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2121.501,23316,161.184,104.559,8.962,0,61,79,55,2865,8451,1.07,975,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2122.013,23316,161.184,104.559,8.962,0,61,85,54,2865,8451,1.07,976,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2122.522,23316,156.93,96.264,8.215,0,62,81,54,2865,8451,1.07,976,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2123.027,23316,154.648,92.276,11.304,0,65,81,54,2865,8451,1.07,975,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2123.542,23316,154.85,92.276,11.469,0,62,83,53,2865,8451,1.07,974,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2124.055,23316,153.936,98.241,12.093,0,62,84,54,2865,8451,1.07,974,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2124.568,23316,147.305,90.769,12.995,0,62,83,54,2865,8451,1.07,976,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2125.077,23316,147.03,90.769,12.479,0,66,79,55,2865,8451,1.07,977,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2125.587,23316,139.36,90.761,11.85,0,65,81,54,2865,8451,1.07,977,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2126.095,23316,140.365,92.403,12.357,0,63,84,54,2865,8451,1.07,975,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2126.604,23316,145.482,90.362,12.105,0,62,88,54,2865,8451,1.07,975,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2127.112,23316,145.406,90.362,13.226,0,60,85,54,2865,8451,1.07,973,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2127.618,23316,139.966,90.527,10.917,0,61,90,54,2865,8451,1.07,973,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2128.127,23316,139.717,91.378,14.982,0,64,81,54,2865,8451,1.07,974,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2128.64,23316,143.802,89.57,13.509,0,61,87,54,2865,8451,1.07,976,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2129.148,23316,143.856,89.57,13.509,0,62,84,54,2865,8451,1.07,976,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2129.658,23316,138.685,70.751,13.328,0,63,82,54,2865,8451,1.07,977,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2130.164,23316,141.523,70.751,10.375,0,63,84,55,2865,8451,1.07,976,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2130.674,23316,153.26,89.79,12.226,0,60,84,55,2865,8451,1.07,976,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2131.184,23316,153.26,89.79,12.226,0,62,83,55,2865,8451,1.07,977,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2131.692,23316,150.798,46.848,13.092,0,58,85,55,2865,8451,1.07,975,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2132.207,23316,151.157,46.848,12.43,0,64,88,55,2865,8451,1.07,976,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2132.719,23316,155.229,88.672,10.715,0,62,89,55,2865,8451,1.07,977,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2133.231,23316,156.082,85.532,11.107,0,62,87,55,2865,8451,1.07,976,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2133.741,23316,158.477,93.04,10.673,0,60,90,55,2865,8451,1.07,976,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2134.249,23316,157.723,91.099,12.463,0,61,92,54,2865,8451,1.07,976,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2134.76,23316,159.436,90.632,13.746,0,61,92,55,2865,8451,1.07,976,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2135.269,23316,158.767,97.284,10.942,0,61,94,55,2865,8451,1.07,975,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2135.781,23316,160.531,89.567,10.767,0,61,94,55,2865,8451,1.07,976,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2136.292,23316,161.406,96.063,10.894,0,63,91,55,2865,8451,1.07,975,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2136.796,23316,161.668,89.57,11.252,0,63,87,54,2865,8451,1.07,976,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2137.307,23316,161.305,88.935,11.335,0,64,86,54,2865,8451,1.07,976,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2137.817,23316,164.894,102.314,10.855,0,62,84,54,2865,8451,1.07,975,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2138.33,23316,161.69,100.029,9.767,0,63,88,55,2865,8451,1.07,977,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2138.842,23316,164.397,88.039,11.111,0,63,85,55,2865,8451,1.07,978,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2139.352,23316,165.138,88.039,10.097,0,63,87,55,2865,8451,1.07,978,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2139.86,23316,165.984,96.047,12.049,0,61,88,55,2865,8451,1.07,979,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2140.371,23316,164.87,96.047,10.867,0,62,87,55,2865,8451,1.07,978,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2140.884,23316,163.645,94.668,11.184,0,60,89,55,2865,8451,1.07,978,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2141.398,23316,157.19,85.749,12.995,0,63,88,54,2865,8451,1.07,977,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2141.909,23316,140.969,84.181,14.233,0,81,81,55,2865,8451,1.07,977,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2142.42,23316,140.172,85.075,14.308,0,76,83,55,2865,8451,1.07,976,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2142.93,23316,150.484,82.832,11.674,0,65,92,55,2865,8451,1.07,976,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2143.44,23316,153.651,95.082,12.059,0,63,87,54,2865,8451,1.07,977,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2143.951,23316,152.738,91.534,14.923,0,62,86,55,2865,8451,1.07,977,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2144.466,23316,157.035,82.437,12.498,0,61,91,55,2865,8451,1.07,977,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2144.976,23316,159.229,98.026,11.906,0,61,91,55,2865,8451,1.07,976,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2145.487,23316,153.486,97.015,13.783,0,60,89,55,2865,8451,1.07,977,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2145.996,23316,149.975,78.439,14.103,0,61,86,55,2865,8451,1.07,977,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2146.506,23316,149.286,78.439,13.351,0,63,88,55,2865,8451,1.07,978,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2147.012,23316,152.248,87.304,13.208,0,60,90,55,2865,8451,1.07,977,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2147.518,23316,151.664,85.011,13.974,0,61,86,55,2865,8451,1.07,977,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2148.027,23316,153.962,76.349,11.811,0,62,90,55,2865,8451,1.07,977,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2148.534,23316,150.574,77.116,12.299,0,61,83,55,2865,8451,1.07,978,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2149.046,23316,149.866,95.53,12.793,0,63,95,55,2865,8451,1.07,978,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2149.557,23316,150.477,93.57,11.333,0,62,87,55,2865,8451,1.07,978,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2150.573,23316,154.564,93.918,12.598,0,63,93,55,2865,8451,1.07,979,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,23316,153.649,91.123,12.215,0,,,,,,,,,,,,,,,
2151.084,23316,152.492,83.94,12.38,0,62,91,55,2865,8451,1.07,979,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2151.59,23316,152.084,94.463,10.055,0,62,86,55,2865,8451,1.07,980,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2152.1,23316,155.098,98.013,8.377,0,62,79,55,2865,8451,1.07,980,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2152.611,23316,170.265,108.358,10.781,0,60,89,55,2865,8451,1.07,981,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2153.124,23316,170.06,105.48,9.912,0,62,86,55,2865,8451,1.07,981,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2153.632,23316,169.662,106.226,8.975,0,62,83,55,2865,8451,1.07,980,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2154.14,23316,165.003,95.571,12.996,0,61,87,55,2865,8451,1.07,981,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2154.653,23316,155.32,90.293,11.509,0,65,86,54,2865,8451,1.07,981,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2155.161,23316,155.506,93.056,11.335,0,61,86,54,2865,8451,1.07,981,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2155.669,23316,153.533,92.299,10.929,0,62,83,55,2865,8451,1.07,981,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2156.178,23316,154.902,92.299,11.514,0,63,82,55,2865,8451,1.07,981,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2156.688,23316,152.801,92.237,10.485,0,61,81,55,2865,8451,1.07,980,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2157.197,23316,150.904,88.42,10.032,0,62,82,55,2865,8451,1.07,981,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2157.708,23316,157.278,97.758,11.824,0,60,86,55,2865,8451,1.07,981,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2158.215,23316,155.642,88.651,12.615,0,62,85,54,2865,8451,1.07,982,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2158.725,23316,162.989,103.369,8.989,0,63,82,55,2865,8451,1.07,983,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2159.234,23316,162.414,102.354,8.989,0,61,84,54,2865,8451,1.07,983,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2159.744,23316,162.899,94.336,12.392,0,63,87,55,2865,8451,1.07,982,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2160.252,23316,160.224,94.336,14.829,0,61,87,55,2865,8451,1.07,982,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2160.762,23316,157.457,98.673,11.471,0,62,87,55,2865,8451,1.07,982,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2161.27,23316,157.765,96.769,11.992,0,61,85,55,2865,8451,1.07,982,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2161.778,23316,160.34,96.67,10.688,0,61,90,55,2865,8451,1.07,982,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2162.29,23316,162.49,97.756,11.534,0,61,89,55,2865,8451,1.07,982,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2162.801,23316,161.99,96.131,11.132,0,60,87,55,2865,8451,1.07,982,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2163.311,23316,161.99,96.131,11.132,0,61,90,55,2865,8451,1.07,982,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2163.824,23316,161.721,88.234,11.897,0,61,92,56,2865,8451,1.07,982,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2164.336,23316,161.056,83.544,12.683,0,61,87,55,2865,8451,1.07,982,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2164.844,23316,157.774,91.134,10.056,0,62,87,55,2865,8451,1.07,981,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2165.355,23316,159.738,89.746,10.159,0,61,87,55,2865,8451,1.07,982,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2165.861,23316,163.971,95.516,11.032,0,60,88,55,2865,8451,1.07,982,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2166.371,23316,163.735,95.516,12.53,0,62,89,55,2865,8451,1.07,983,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2166.882,23316,159.419,98.704,12.345,0,62,88,55,2865,8451,1.07,984,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2167.387,23316,155.661,95.451,13.53,0,69,86,54,2865,8451,1.07,984,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2167.897,23316,160.591,103.708,10.099,0,63,91,55,2865,8451,1.07,984,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2168.406,23316,159.951,104.367,12.745,0,59,91,55,2865,8451,1.07,983,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2168.911,23316,159.282,99.548,10.608,0,62,90,55,2865,8451,1.07,982,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2169.421,23316,157.163,94.727,10.908,0,61,86,55,2865,8451,1.07,982,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2169.93,23316,154.578,81.563,11.007,0,61,87,54,2865,8451,1.07,982,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2170.438,23316,155.055,81.563,11.181,0,60,95,55,2865,8451,1.07,981,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2170.946,23316,162.845,97.585,9.794,0,61,90,55,2865,8451,1.07,982,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2171.458,23316,160.612,97.044,9.501,0,65,82,54,2865,8451,1.07,982,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2171.97,23316,146.994,90.472,10.19,0,78,80,55,2865,8451,1.07,983,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2172.475,23316,150.272,90.472,10.907,0,76,81,54,2865,8451,1.07,983,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2172.982,23316,165.13,99.877,8.787,0,65,85,55,2865,8451,1.07,983,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2173.491,23316,160.237,96.648,11.545,0,63,86,54,2865,8451,1.07,983,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2173.999,23316,149.446,92.963,11.887,0,62,84,54,2865,8451,1.07,984,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2174.511,23316,148.335,97.071,13.638,0,62,84,55,2865,8451,1.07,986,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2175.02,23316,152.068,95.62,12.158,0,61,84,55,2865,8451,1.07,986,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2175.53,23316,157.669,98.213,11.282,0,62,86,54,2865,8451,1.07,986,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2176.036,23316,159.332,102.462,11.566,0,62,86,54,2865,8451,1.07,985,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2176.546,23316,157.332,101.879,11.867,0,62,87,55,2865,8451,1.07,984,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2177.059,23316,151.926,92.468,10.977,0,61,81,55,2865,8451,1.07,986,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2177.568,23316,152.522,92.468,10.877,0,61,85,55,2865,8451,1.07,985,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2178.073,23316,149.343,94.107,11.774,0,62,86,55,2865,8451,1.07,986,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2178.583,23316,152.827,90.344,11.22,0,60,82,55,2865,8451,1.07,987,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2179.092,23316,150.918,90.546,13.401,0,63,85,55,2865,8451,1.07,988,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2179.599,23316,146.462,88.484,12.938,0,62,84,55,2865,8451,1.07,986,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2180.111,23316,148.691,85.567,12.47,0,62,85,55,2865,8451,1.07,985,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2180.621,23316,144.68,89.821,12.933,0,72,80,55,2865,8451,1.07,985,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2181.649,23316,139.526,90.538,13.076,0,62,83,55,2865,8451,1.07,987,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2182.161,23316,147.325,90.912,12.47,0,64,84,55,2865,8451,1.07,987,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2182.674,23316,147.084,96.431,11.139,0,62,84,55,2865,8451,1.07,988,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2183.185,23316,147.561,92.636,14.931,0,63,86,55,2865,8451,1.07,987,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2183.694,23316,151.116,91.863,12.967,0,71,82,55,2865,8451,1.07,988,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2184.206,23316,146.861,89.503,12.833,0,68,82,54,2865,8451,1.07,986,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2184.717,23316,145.142,90.713,12.272,0,64,95,55,2865,8451,1.07,987,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2185.23,23316,148.621,92.882,12.251,0,64,86,55,2865,8451,1.07,988,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2185.738,23316,148.325,81.654,14.287,0,62,89,55,2865,8451,1.07,987,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2186.253,23316,149.174,78.62,11.635,0,61,87,55,2865,8451,1.07,986,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2186.761,23316,151.642,91.798,10.728,0,63,90,55,2865,8451,1.07,987,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2187.268,23316,156.858,97.164,12.6,0,62,89,55,2865,8451,1.07,988,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2187.78,23316,156.014,99.701,11.818,0,62,93,55,2865,8451,1.07,987,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2188.29,23316,158.251,99.701,14.213,0,61,89,55,2865,8451,1.07,987,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2188.799,23316,156.409,97.037,13.457,0,58,96,55,2865,8451,1.07,988,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2189.308,23316,155.653,99.489,14.217,0,63,91,55,2865,8451,1.07,988,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2189.821,23316,154.137,82.091,11.316,0,60,93,56,2865,8451,1.07,988,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2190.334,23316,155.299,80.696,11.371,0,61,92,56,2865,8451,1.07,988,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2190.845,23316,157.196,89.697,11.487,0,60,91,55,2865,8451,1.07,988,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2191.356,23316,159.418,96.479,10.233,0,63,86,55,2865,8451,1.07,986,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2191.863,23316,159.446,98.758,10.371,0,61,89,55,2865,8451,1.07,987,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2192.375,23316,155.494,95.676,12.106,0,63,93,55,2865,8451,1.07,987,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2192.881,23316,154.194,94.143,10.856,0,61,92,55,2865,8451,1.07,987,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2193.392,23316,156.441,86.733,11.302,0,65,78,54,2865,8451,1.07,987,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2193.899,23316,156.302,86.733,10.431,0,60,91,55,2865,8451,1.07,987,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2194.412,23316,163.855,94.57,13.078,0,62,89,55,2865,8451,1.07,989,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2194.922,23316,162.825,94.57,11.299,0,61,89,55,2865,8451,1.07,990,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2195.429,23316,162.69,95.304,10.077,0,62,89,56,2865,8451,1.07,991,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2195.938,23316,163.164,98.247,9.266,0,60,91,56,2865,8451,1.07,991,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2196.449,23316,162.413,94.647,12.3,0,62,89,55,2865,8451,1.07,993,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2196.957,23316,161.626,100.534,13.052,0,58,94,56,2865,8451,1.07,993,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2197.466,23316,163.941,109.677,13.603,0,59,94,56,2865,8451,1.07,991,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2197.973,23316,166.49,111.154,12.234,0,57,95,56,2865,8451,1.07,991,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2198.487,23316,167.446,113.091,10.595,0,59,95,56,2865,8451,1.07,991,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
