Timestamp (Elapsed time in seconds),PID,FPS,FPS 1(%) Low,Render Latency(MSec),Average PC Latency(MSec),CPU Utilization(%),GPU1 Utilization(%),GPU1 Temperature(Degrees celsius),GPU1 Frequency(MHz),GPU1 Memory Frequency(MHz),GPU1 Voltage(Milli Volts),GPU1 Fan1 Speed (RPM),GPU1 Fan2 Speed (RPM),GPU2 Utilization(%),GPU2 Temperature(Degrees celsius),GPU2 Frequency(MHz),GPU2 Memory Frequency(MHz),GPU2 Voltage(Milli Volts),GPU2 Fan1 Speed (RPM),GPU2 Fan2 Speed (RPM)
7343.538,23316,184.388,111.514,8.171,0,57,86,53,2865,8451,1.07,900,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7344.053,23316,180.976,112.573,9.309,0,55,82,54,2865,8451,1.07,900,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7344.56,23316,183.006,105.709,10.359,0,56,83,53,2865,8451,1.07,900,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7345.065,23316,182.28,101.069,9.314,0,55,84,54,2865,8451,1.07,900,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7345.576,23316,183.876,107.353,9.481,0,54,86,53,2865,8451,1.07,899,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7346.09,23316,181.363,106.084,8.535,0,55,82,53,2865,8451,1.07,899,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7346.598,23316,183.289,116.701,8.14,0,54,84,53,2865,8451,1.07,899,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7347.112,23316,184.559,113.898,8.396,0,55,83,54,2865,8451,1.07,900,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7347.622,23316,183.262,94.879,9.624,0,54,85,53,2865,8451,1.07,899,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7348.132,23316,183.129,102.935,9.798,0,55,84,53,2865,8451,1.07,899,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7348.645,23316,182.349,110.312,7.473,0,53,85,53,2865,8451,1.07,900,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7349.159,23316,182.273,108.607,7.787,0,54,84,53,2865,8451,1.07,900,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7349.669,23316,182.476,104.51,9.063,0,55,84,53,2865,8451,1.07,900,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7350.179,23316,183.869,114.533,10.053,0,55,84,53,2865,8451,1.07,901,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7350.691,23316,182.774,115.276,9.122,0,54,88,53,2865,8451,1.07,902,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7351.199,23316,184.123,115.166,9.606,0,56,86,54,2865,8451,1.07,903,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7351.714,23316,182.523,114.85,10.467,0,55,85,53,2865,8451,1.07,903,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7352.227,23316,183.333,114.869,8.73,0,55,82,53,2865,8451,1.07,901,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7352.736,23316,182.168,112.378,7.527,0,54,87,53,2865,8451,1.07,900,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7353.249,23316,184.356,112.378,10.33,0,55,87,53,2865,8451,1.07,897,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7353.761,23316,182.301,110.907,9.145,0,54,85,53,2865,8451,1.07,897,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7354.273,23316,183.043,109.712,8.825,0,55,86,53,2865,8451,1.07,898,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7354.781,23316,184.396,105.607,8.87,0,55,84,54,2865,8451,1.07,899,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7355.291,23316,183.238,107.911,8.289,0,55,85,53,2865,8451,1.07,899,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7355.801,23316,186.645,110.328,8.63,0,54,87,54,2865,8451,1.07,900,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7356.308,23316,186.76,114.313,8.524,0,56,85,54,2865,8451,1.07,899,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7356.819,23316,186.417,110.778,7.916,0,55,85,54,2865,8451,1.07,899,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7357.333,23316,178.077,104.168,8.879,0,53,85,53,2865,8451,1.07,900,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7357.846,23316,180.888,107.359,8.734,0,62,80,53,2865,8451,1.07,899,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7358.358,23316,187.762,112.382,8.378,0,55,84,54,2865,8451,1.07,899,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7358.873,23316,188.195,113.585,7.166,0,55,84,53,2865,8451,1.07,899,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7359.383,23316,189.597,113.724,8.6,0,55,86,53,2865,8451,1.07,901,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7359.889,23316,188.669,115.57,9.292,0,54,87,53,2865,8451,1.07,901,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7360.401,23316,186.753,117.33,10.223,0,55,85,54,2865,8451,1.07,902,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7360.914,23316,183.116,108.527,9.017,0,55,84,54,2865,8451,1.07,901,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7361.422,23316,183.476,110.577,7.841,0,54,85,54,2865,8451,1.07,901,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7361.934,23316,183.276,110.577,9.763,0,55,85,54,2865,8451,1.07,901,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7362.449,23316,176.876,105.912,9.354,0,55,86,54,2865,8451,1.07,901,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7362.956,23316,165.945,104.342,11.063,0,61,83,54,2865,8451,1.07,900,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7363.459,23316,166.899,102.764,9.952,0,75,85,53,2865,8451,1.07,900,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7363.97,23316,165.93,102.844,10.115,0,63,83,54,2865,8451,1.07,900,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7364.48,23316,172.1,109.437,10.922,0,55,87,54,2865,8451,1.07,900,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7364.991,23316,171.619,108.247,10.846,0,55,88,54,2865,8451,1.07,900,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7365.502,23316,167.949,111.193,10.974,0,53,91,54,2865,8451,1.07,900,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7366.015,23316,169.803,112.488,11.973,0,52,90,54,2865,8451,1.07,900,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7366.526,23316,169.355,95.144,13.193,0,52,94,54,2865,8451,1.07,899,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7367.041,23316,171.215,95.144,10.768,0,52,93,54,2865,8451,1.07,900,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7367.555,23316,172.231,99.554,13.836,0,53,92,54,2865,8451,1.07,900,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7368.07,23316,172.83,93.772,9.887,0,53,93,54,2865,8451,1.07,900,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7368.579,23316,168.305,94.036,13.614,0,52,95,55,2865,8451,1.07,900,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7369.087,23316,168.596,107.331,10.84,0,53,93,54,2865,8451,1.07,900,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7369.597,23316,168.742,95.864,11.745,0,51,94,54,2865,8451,1.07,900,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7370.105,23316,167.233,95.864,12.182,0,55,89,54,2865,8451,1.07,900,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7370.617,23316,170.158,92.521,12.272,0,53,92,54,2865,8451,1.07,900,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7371.126,23316,170.356,93.176,12.972,0,54,91,54,2865,8451,1.07,901,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7371.635,23316,167.628,93.196,9.707,0,53,90,55,2865,8451,1.07,901,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7372.143,23316,165.482,91.351,11.775,0,54,87,55,2865,8451,1.07,901,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7372.657,23316,164.167,90.199,10.461,0,53,90,54,2865,8451,1.07,902,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7373.17,23316,162.201,92.465,12.947,0,53,88,55,2865,8451,1.07,901,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7373.681,23316,155.355,97.57,11.883,0,62,85,54,2865,8451,1.07,899,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7374.193,23316,154.752,99.37,11.671,0,65,86,54,2865,8451,1.07,898,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7374.706,23316,162.994,88.591,11.13,0,51,92,55,2865,8451,1.07,898,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7375.218,23316,161.347,86.069,13.816,0,55,93,55,2865,8451,1.07,899,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7375.726,23316,163.846,94.618,11.797,0,53,91,55,2865,8451,1.07,899,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7376.24,23316,164.645,101.899,10.884,0,53,92,54,2865,8451,1.07,899,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7376.746,23316,165.504,94.903,12.428,0,53,92,55,2865,8451,1.07,899,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7377.261,23316,162.728,94.005,12.509,0,53,93,55,2865,8451,1.07,898,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7377.777,23316,163.011,97.228,10.941,0,53,93,55,2865,8451,1.07,899,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7378.287,23316,164.128,90.487,11.468,0,53,89,54,2865,8451,1.07,900,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7378.796,23316,162.332,90.487,12.62,0,52,94,55,2865,8451,1.07,900,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7379.31,23316,171.823,105.687,8.179,0,55,85,54,2865,8451,1.07,901,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7379.821,23316,179.804,107.306,8.522,0,54,85,54,2865,8451,1.07,901,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7380.333,23316,178.179,104.154,7.694,0,54,84,54,2865,8451,1.07,902,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7380.846,23316,180.559,107.341,9.473,0,54,84,55,2865,8451,1.07,901,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7381.357,23316,182.546,115.503,8.692,0,54,87,54,2865,8451,1.07,901,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7381.864,23316,183.174,106.838,8.027,0,53,85,54,2865,8451,1.07,904,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7382.373,23316,180.33,104.479,10.006,0,54,85,55,2865,8451,1.07,904,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7382.882,23316,181.066,105.521,8.538,0,54,87,54,2865,8451,1.07,904,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7383.388,23316,180.152,108.655,8.744,0,53,89,54,2865,8451,1.07,905,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7383.897,23316,182.071,114.89,9.827,0,52,88,54,2865,8451,1.07,905,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7384.411,23316,179.833,101.221,9.206,0,53,88,54,2865,8451,1.07,905,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7384.92,23316,181.403,104.367,9.215,0,54,85,54,2865,8451,1.07,905,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7385.433,23316,180.473,100.1,7.76,0,54,84,54,2865,8451,1.07,906,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7385.946,23316,181.674,114.562,8.378,0,54,85,54,2865,8451,1.07,906,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7386.973,23316,180.092,109.525,11.538,0,53,84,55,2865,8451,1.07,906,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7387.482,23316,180.696,111.552,9.873,0,63,83,55,2865,8451,1.07,905,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7387.991,23316,174.585,107.712,10.604,0,59,84,54,2865,8451,1.07,905,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7388.502,23316,178.332,107.712,9.941,0,53,83,54,2865,8451,1.07,905,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7389.008,23316,179.182,98.159,7.551,0,54,85,54,2865,8451,1.07,905,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7389.518,23316,179.466,95.802,9.995,0,53,83,55,2865,8451,1.07,905,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7390.028,23316,179.148,101.94,10.099,0,54,84,55,2865,8451,1.07,905,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7390.545,23316,180.846,108.515,10.027,0,54,86,55,2865,8451,1.07,906,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7391.055,23316,180.069,107.799,8.746,0,54,83,54,2865,8451,1.07,906,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7391.565,23316,179.554,107.884,8.627,0,53,84,55,2865,8451,1.07,906,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7392.076,23316,178.98,108.272,8.784,0,54,85,55,2865,8451,1.07,906,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7392.585,23316,179.298,106.759,8.097,0,53,83,54,2865,8451,1.07,906,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7393.096,23316,179.66,105.518,8.237,0,67,83,54,2865,8451,1.07,907,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7393.608,23316,166.293,98.728,8.143,0,70,81,54,2865,8451,1.07,906,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7394.12,23316,167.777,100.917,7.944,0,59,85,55,2865,8451,1.07,908,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7394.628,23316,177.278,101.106,9.68,0,55,82,55,2865,8451,1.07,909,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7395.14,23316,179.979,106.934,7.554,0,56,82,54,2865,8451,1.07,909,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7395.648,23316,187.795,111.879,7.724,0,55,83,54,2865,8451,1.07,909,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7396.158,23316,186.837,115.555,7.042,0,54,81,54,2865,8451,1.07,910,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7396.668,23316,187.527,113.376,9.678,0,54,82,55,2865,8451,1.07,909,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7397.179,23316,186.228,110.967,8.792,0,55,83,55,2865,8451,1.07,911,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7397.681,23316,187.029,110.557,9.916,0,54,83,55,2865,8451,1.07,911,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7398.19,23316,186.621,101.098,8.944,0,54,83,54,2865,8451,1.07,911,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7398.702,23316,185.382,111.131,8.783,0,55,82,54,2865,8451,1.07,911,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7399.203,23316,189.07,108.096,6.855,0,54,81,55,2865,8451,1.07,913,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7399.714,23316,187.753,108.096,7.922,0,55,82,54,2865,8451,1.07,913,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7400.224,23316,180.655,110.662,8.192,0,59,83,54,2865,8451,1.07,912,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7400.736,23316,175.301,104.471,7.178,0,67,81,54,2865,8451,1.07,910,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7401.244,23316,171.843,103.265,7.198,0,73,72,53,2865,8451,1.07,909,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7401.745,23316,171.073,103.265,7.665,0,73,74,54,2865,8451,1.07,910,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7402.257,23316,178.206,106.032,7.271,0,63,79,54,2865,8451,1.07,911,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7402.766,23316,178.206,106.032,7.271,0,63,79,54,2865,8451,1.07,911,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7403.277,23316,178.639,109.623,8.085,0,62,79,54,2865,8451,1.07,911,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7403.79,23316,180.674,112.057,7.604,0,61,82,54,2865,8451,1.07,911,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7404.299,23316,177.852,108.197,8.318,0,65,78,53,2865,8451,1.07,910,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7404.808,23316,171.563,103.159,8.939,0,74,75,53,2865,8451,1.07,910,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7405.319,23316,168.697,96.564,8.507,0,73,74,53,2865,8451,1.07,910,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7405.824,23316,171.532,101.154,9.911,0,63,80,54,2865,8451,1.07,910,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7406.335,23316,177.077,108.402,7.537,0,67,79,54,2865,8451,1.07,910,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7406.843,23316,174.52,102.184,7.793,0,64,76,54,2865,8451,1.07,911,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7407.354,23316,176.23,103.287,9.425,0,66,79,53,2865,8451,1.07,910,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7407.865,23316,173.694,103.35,6.923,0,64,80,54,2865,8451,1.07,910,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7408.377,23316,178.375,111.838,7.718,0,61,77,54,2865,8451,1.07,910,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7408.887,23316,177,103.841,7.758,0,56,82,53,2865,8451,1.07,909,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7409.391,23316,185.748,109.71,7.434,0,56,82,54,2865,8451,1.07,911,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7409.897,23316,183.156,108.257,8.744,0,63,81,54,2865,8451,1.07,912,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7410.41,23316,180.755,103.815,8.6,0,55,81,54,2865,8451,1.07,913,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7410.921,23316,185.854,113.23,7.63,0,55,85,54,2865,8451,1.07,915,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7411.425,23316,186.393,108.711,7.6,0,61,79,54,2865,8451,1.07,915,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7411.936,23316,177.071,102.182,7.63,0,62,78,53,2865,8451,1.07,914,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7412.449,23316,182.237,106.491,9.094,0,55,83,54,2865,8451,1.07,914,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7412.961,23316,187.11,115.334,8.899,0,55,85,54,2865,8451,1.07,913,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7413.473,23316,188.546,110.72,9.781,0,56,77,55,2865,8451,1.07,913,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7413.985,23316,183.623,104.764,8.568,0,57,82,54,2865,8451,1.07,912,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7414.499,23316,187.415,107.719,7.826,0,55,80,54,2865,8451,1.07,911,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7415.008,23316,180.998,101.702,7.926,0,73,72,53,2865,8451,1.07,911,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7415.521,23316,168.027,99.557,7.168,0,58,80,54,2865,8451,1.07,912,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7416.031,23316,184.713,108.177,6.753,0,53,82,54,2865,8451,1.07,914,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7416.539,23316,181.241,106.461,7.656,0,64,77,54,2865,8451,1.07,914,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7417.046,23316,174.56,102.12,8.267,0,68,79,54,2865,8451,1.07,915,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7417.554,23316,170.783,97.731,8.149,0,61,85,54,2865,8451,1.07,915,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7418.063,23316,180.682,113.118,7.721,0,66,75,53,2865,8451,1.07,915,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7418.576,23316,170.813,103.579,8.572,0,59,83,54,2865,8451,1.07,915,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7419.091,23316,186.078,108.575,8.284,0,54,82,54,2865,8451,1.07,913,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7419.602,23316,188.054,115.05,7.374,0,54,83,54,2865,8451,1.07,913,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7420.114,23316,184.93,107.417,7.53,0,53,83,54,2865,8451,1.07,914,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7420.625,23316,186.577,110.705,9.518,0,54,81,54,2865,8451,1.07,915,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7421.136,23316,186.874,111.226,7.275,0,55,82,54,2865,8451,1.07,915,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7421.646,23316,186.102,106.165,8.148,0,55,85,54,2865,8451,1.07,915,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7422.159,23316,186.902,103.796,7.55,0,52,81,54,2865,8451,1.07,916,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7422.672,23316,185.35,103.423,7.884,0,55,85,54,2865,8451,1.07,916,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7423.183,23316,182.672,106.331,10.172,0,69,78,53,2865,8451,1.07,914,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7423.699,23316,171.223,95.631,7.684,0,69,78,54,2865,8451,1.07,913,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7424.212,23316,176.23,101.608,9.353,0,58,83,54,2865,8451,1.07,914,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7424.725,23316,185.896,110.54,7.316,0,56,83,54,2865,8451,1.07,915,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7425.237,23316,186.27,104.341,8.726,0,53,82,54,2865,8451,1.07,916,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7425.75,23316,185.263,104.341,8.216,0,55,83,54,2865,8451,1.07,915,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7426.258,23316,186.007,115.085,7.349,0,56,80,53,2865,8451,1.07,916,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7426.766,23316,185.71,109.224,9.338,0,54,81,54,2865,8451,1.07,915,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7427.281,23316,185.639,106.987,7.125,0,54,84,54,2865,8451,1.07,915,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7427.79,23316,186.698,113.528,8.48,0,55,84,54,2865,8451,1.07,915,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7428.298,23316,186.05,112.343,9.51,0,53,83,54,2865,8451,1.07,916,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7428.809,23316,187.679,109.777,9.56,0,54,82,54,2865,8451,1.07,915,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7429.319,23316,186.44,103.218,7.392,0,54,83,54,2865,8451,1.07,915,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7429.829,23316,186.209,105.009,9.046,0,53,83,54,2865,8451,1.07,915,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7430.34,23316,186.216,108.103,8.951,0,55,82,54,2865,8451,1.07,914,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7430.851,23316,186.216,108.103,8.951,0,54,83,54,2865,8451,1.07,915,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7431.361,23316,183.798,107.687,8.263,0,56,82,54,2865,8451,1.07,917,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7431.871,23316,178.923,111.106,8.343,0,68,76,54,2865,8451,1.07,917,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7432.377,23316,177.228,106.824,7.778,0,62,80,54,2865,8451,1.07,918,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7432.887,23316,176.362,107.216,9.125,0,67,78,54,2865,8451,1.07,917,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7433.398,23316,179.857,101.179,7.584,0,56,82,54,2865,8451,1.07,917,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7433.908,23316,185.386,104.284,7.45,0,60,81,54,2865,8451,1.07,917,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7434.418,23316,179.068,107.188,8.834,0,63,79,53,2865,8451,1.07,917,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7434.926,23316,179.789,108.215,9.746,0,61,81,54,2865,8451,1.07,916,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7435.439,23316,185.461,105.183,7.781,0,55,84,54,2865,8451,1.07,916,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7435.954,23316,186.557,105.932,7.18,0,61,76,53,2865,8451,1.07,915,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7436.465,23316,170.579,100.284,8.347,0,66,79,54,2865,8451,1.07,915,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7436.976,23316,175.858,100.284,7.583,0,55,84,54,2865,8451,1.07,916,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7437.486,23316,186.605,104.763,8.314,0,55,81,54,2865,8451,1.07,916,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7438.001,23316,180.725,98.93,8.407,0,57,81,54,2865,8451,1.07,917,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7438.509,23316,182.672,99.871,7.99,0,55,83,54,2865,8451,1.07,919,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7439.019,23316,185.981,98.47,9.005,0,53,85,54,2865,8451,1.07,920,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7439.523,23316,188.083,115.173,9.144,0,55,84,54,2865,8451,1.07,920,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7440.036,23316,187.251,112.269,7.212,0,54,84,54,2865,8451,1.07,919,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7440.544,23316,187.442,112.389,8.981,0,55,85,54,2865,8451,1.07,919,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,23316,187.58,112.519,9.267,0,,,,,,,,,,,,,,,
7441.045,23316,185.955,106.905,10.158,0,54,84,54,2865,8451,1.07,918,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7441.556,23316,184.022,109.69,10.195,0,54,82,54,2865,8451,1.07,918,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7442.058,23316,184.474,110.03,8.352,0,54,82,54,2865,8451,1.07,919,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7442.568,23316,183.618,109.99,8.866,0,54,82,54,2865,8451,1.07,919,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7443.076,23316,183.072,109.98,9.459,0,54,80,54,2865,8451,1.07,920,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
